# 85 points Nice to Nuremberg
{1,1652993193,43.718485,7.25676,10.7},
{1,1652993765,43.670936,7.21603,10.0},
{1,1652994337,43.653162,7.14456,9.4},
{1,1652994909,43.596472,7.04989,10.2},
{1,1652995481,43.551057,6.94474,10.9},
{1,1652996053,43.548525,6.79748,10.8},
{1,1652996625,43.489951,6.74063,10.7},
{1,1652997197,43.462138,6.6154,9.2},
{1,1652997769,43.413761,6.44823,8.7},
{1,1652998341,43.401482,6.25014,8.0},
{1,1652998913,43.421025,6.07693,10.6},
{1,1652999485,43.460168,5.86521,10.8},
{1,1653000057,43.47009,5.65954,9.1},
{1,1653000629,43.511802,5.44799,9.9},
{1,1653001201,43.520351,5.42681,8.1},
{1,1653001773,43.55319,5.23358,10.7},
{1,1653002345,43.708915,5.09588,9.0},
{1,1653002917,43.857738,4.97836,8.2},
{1,1653003489,44.029868,4.8868,10.2},
{1,1653004061,44.185658,4.74938,9.2},
{1,1653004633,44.302821,4.74694,10.5},
{1,1653005205,44.477315,4.76680,10.8},
{1,1653005777,44.633906,4.7923,8.0},
{1,1653006349,44.77634,4.80798,9.9},
{1,1653006921,44.941927,4.88990,8.1},
{1,1653007493,45.071401,4.86890,10.1},
{1,1653008065,45.192144,4.87621,9.7},
{1,1653008637,45.283657,4.8221,8.0},
{1,1653009209,45.393589,4.80755,9.1},
{1,1653009781,45.505371,4.84034,8.4},
{1,1653010353,45.567114,4.81695,8.2},
{1,1653010925,45.672119,4.84734,8.2},
{1,1653011497,45.760794,4.80888,9.3},
{1,1653012069,45.881538,4.73891,10.8},
{1,1653012641,45.996839,4.73631,10.6},
{1,1653013213,46.179349,4.77030,8.5},
{1,1653013785,46.337131,4.82125,9.9},
{1,1653014357,46.509096,4.9092,8.7},
{1,1653014929,46.642278,4.85969,10.9},
{1,1653015501,46.885351,4.82000,8.2},
{1,1653016073,47.107316,4.95635,8.7},
{1,1653016645,47.266173,5.03495,8.2},
{1,1653017217,47.32231,5.06542,10.0},
{1,1653017789,47.305373,5.06096,10.1},
{1,1653018361,47.235907,5.26818,9.2},
{1,1653018933,47.124358,5.395,8.6},
{1,1653019505,47.145823,5.57018,9.4},
{1,1653020077,47.185611,5.70133,9.3},
{2,1653020649,47.19892,5.81962,8.5},
{1,1653021221,47.245899,5.89708,10.0},
{1,1653021793,47.282706,5.99993,9.0},
{1,1653022365,47.334115,6.14837,9.3},
{1,1653022937,47.349731,6.31225,10.9},
{1,1653023509,47.38424,6.42476,8.1},
{2,1653024081,47.410946,6.50489,8.1},
{3,1653024653,47.428796,6.65967,8.1},
{1,1653025225,47.44466,6.7379,10.1},
{1,1653025797,47.509496,6.84071,12.2},
{1,1653026369,47.623813,6.86208,15.8},
{1,1653026941,47.705762,7.03494,13.2},
{1,1653027513,47.753479,7.29207,17.2},
{1,1653028085,47.786153,7.43380,18.3},
{2,1653028657,47.860991,7.56631,18.5},
{1,1653029229,47.998105,7.75514,15.1},
{1,1653029801,48.185934,7.74739,13.9},
{1,1653030373,48.405422,7.8610,8.4},
