{1,1652944573,49.44507,11.09333,10.3},
{1,1652945145,49.391308,11.11535,8.7},
{1,1652945717,49.342834,11.20369,10.9},
{1,1652946289,49.08183,11.28957,9.9},
{1,1652946861,48.984377,11.38942,10.0},
{1,1652947433,48.872101,11.46778,9.3},
{1,1652948005,48.666139,11.50970,8.3},
{1,1652948577,48.555172,11.58886,9.8},
{1,1652949149,48.414102,11.58947,8.6},
{1,1652949721,48.200648,11.61891,8.3},
{1,1652950293,48.16833,11.53803,8.7},
{1,1652950865,48.14432,11.51976,9.1},
{1,1652951437,48.128001,11.44373,8.3},
{1,1652952009,48.095981,11.3064,8.2},
{1,1652952581,48.084936,11.15605,8.6},
{1,1652953153,48.0661,11.00455,8.2},
{1,1652953725,48.054224,10.84442,8.3},
{1,1652954297,48.026174,10.71679,9.9},
{1,1652954869,48.025363,10.47562,10.6},
{1,1652955441,48.013029,10.25195,9.7},
{1,1652956013,47.942912,10.10085,8.6},
{1,1652956585,47.848859,9.99204,10.1},
{1,1652957157,47.720978,9.86223,8.0},
{1,1652957729,47.623252,9.73889,9.4},
{1,1652958301,47.501609,9.76647,8.8},
{1,1652958873,47.405117,9.70164,10.3},
{1,1652959445,47.353143,9.62931,9.8},
{1,1652960017,47.285436,9.54860,9.0},
{1,1652960589,47.117548,9.51415,9.9},
{1,1652961161,47.013979,9.50769,10.2},
{1,1652961733,46.905035,9.54859,9.1},
{1,1652962305,46.83198,9.42923,8.8},
{1,1652962877,46.730598,9.44037,8.2},
{1,1652963449,46.656578,9.45142,9.1},
{1,1652964021,46.607317,9.4325,10.4},
{2,1652964593,46.567541,9.40495,8.9},
{3,1652965165,46.559993,9.34390,9.2},
{1,1652965737,46.541187,9.27284,10.4},
{1,1652966309,46.530301,9.19525,11.5},
{1,1652966881,46.434444,9.19680,12.4},
{1,1652967453,46.424629,9.22616,13.5},
{1,1652968025,46.41,9.23346,15.9},
{1,1652968597,46.369688,9.22572,15.8},
{1,1652969169,46.282131,9.17948,15.5},
{1,1652969741,46.227878,9.06987,15.3},
{1,1652970313,46.160586,8.99106,15.3},
{1,1652970885,46.129905,8.91833,15.5},
{1,1652971457,46.044233,8.92559,15.4},
{1,1652972029,45.96781,8.92538,15.6},
{1,1652972601,45.901507,8.98020,15.9},
{2,1652973173,45.839618,9.02200,15.5},
{1,1652973745,45.787398,9.04991,14.0},
{1,1652974317,45.533351,9.08764,12.6},
{1,1652974889,45.476864,9.15628,11.4},
{1,1652975461,45.477423,9.15508,10.3},
{1,1652976033,45.513669,9.07586,9.7},
{1,1652976605,45.468944,8.64694,10.5},
{1,1652977177,45.285192,8.03338,10.5},
{1,1652977749,45.114327,7.72923,8.2},
{1,1652978321,45.071493,7.69256,8.4},
{1,1652978893,45.033658,7.67583,9.5},
{1,1652979465,44.903537,7.74378,10.4},
{1,1652980037,44.535088,7.78983,9.6},
{1,1652980609,44.404367,7.93425,8.6},
{1,1652981181,44.366499,8.04460,10.2},
{1,1652981753,44.297554,8.04258,8.0},
{1,1652982325,44.20982,8.01486,10.1},
{1,1652982897,44.15866,7.95647,8.7},
{1,1652983469,44.135283,7.9002,10.2},
{1,1652984041,44.103122,7.87049,9.5},
{1,1652984613,44.080725,7.85509,10.5},
{1,1652985185,44.070292,7.8729,8.3},
{1,1652985757,44.052819,7.8958,9.7},
{1,1652986329,43.979292,7.97125,8.1},
{1,1652986901,43.910664,8.02773,8.8},
{1,1652987473,43.877182,8.01592,9.1},
{1,1652988045,43.874698,7.99867,8.1},
{2,1652988617,43.859755,7.87829,10.8},
{1,1652989189,43.837058,7.76160,8.7},
{1,1652989761,43.794274,7.6791,10.4},
{1,1652990333,43.788843,7.53050,10.2},
{1,1652990905,43.778999,7.44858,9.9},
{1,1652991477,43.747093,7.38633,10.1},
{1,1652992049,43.732837,7.29613,8.1},
{1,1652992621,43.705736,7.26315,10.2}



















































































































































































































































































































































